
> backend@1.0.0 start
> node server.js

[dotenv@17.3.1] injecting env (6) from .env -- tip: ΓÜÖ∩╕Å  load multiple .env files with { path: ['.env.local', '.env'] }
Server running on 5000
2026-02-27T05:58:09.473Z - GET /api/cases?
2026-02-27T05:58:10.460Z - GET /api/cases?
2026-02-27T05:58:11.472Z - GET /api/cases?
2026-02-27T05:58:12.468Z - GET /api/cases?
2026-02-27T05:58:13.463Z - GET /api/cases?
2026-02-27T05:58:14.460Z - GET /api/cases?
2026-02-27T05:58:15.461Z - GET /api/cases?
2026-02-27T05:58:16.472Z - GET /api/cases?
2026-02-27T05:58:17.475Z - GET /api/cases?
2026-02-27T05:58:18.465Z - GET /api/cases?
2026-02-27T05:58:19.470Z - GET /api/cases?
2026-02-27T05:58:20.467Z - GET /api/cases?
2026-02-27T05:58:21.460Z - GET /api/cases?
2026-02-27T05:58:22.470Z - GET /api/cases?
2026-02-27T05:58:23.470Z - GET /api/cases?
2026-02-27T05:58:24.465Z - GET /api/cases?
2026-02-27T05:58:25.457Z - GET /api/cases?
2026-02-27T05:58:26.468Z - GET /api/cases?
2026-02-27T05:58:27.470Z - GET /api/cases?
2026-02-27T05:58:28.465Z - GET /api/cases?
2026-02-27T05:58:29.461Z - GET /api/cases?
2026-02-27T05:58:30.466Z - GET /api/cases?
2026-02-27T05:58:31.468Z - GET /api/cases?
2026-02-27T05:58:32.462Z - GET /api/cases?
2026-02-27T05:58:33.472Z - GET /api/cases?
2026-02-27T05:58:34.467Z - GET /api/cases?
2026-02-27T05:58:35.468Z - GET /api/cases?
2026-02-27T05:58:36.458Z - GET /api/cases?
2026-02-27T05:58:37.470Z - GET /api/cases?
2026-02-27T05:58:38.467Z - GET /api/cases?
2026-02-27T05:58:39.462Z - GET /api/cases?
2026-02-27T05:58:40.476Z - GET /api/cases?
2026-02-27T05:58:41.467Z - GET /api/cases?
2026-02-27T05:58:42.466Z - GET /api/cases?
2026-02-27T05:58:43.461Z - GET /api/cases?
2026-02-27T05:58:44.461Z - GET /api/cases?
2026-02-27T05:58:45.476Z - GET /api/cases?
2026-02-27T05:58:46.469Z - GET /api/cases?
2026-02-27T05:58:47.462Z - GET /api/cases?
2026-02-27T05:58:48.473Z - GET /api/cases?
2026-02-27T05:58:49.470Z - GET /api/cases?
2026-02-27T05:58:50.468Z - GET /api/cases?
2026-02-27T05:58:51.469Z - GET /api/cases?
2026-02-27T05:58:52.466Z - GET /api/cases?
2026-02-27T05:58:53.466Z - GET /api/cases?
2026-02-27T05:58:54.456Z - GET /api/cases?
2026-02-27T05:58:55.472Z - GET /api/cases?
2026-02-27T05:58:56.465Z - GET /api/cases?
2026-02-27T05:58:57.461Z - GET /api/cases?
2026-02-27T05:58:58.460Z - GET /api/cases?
2026-02-27T05:58:59.467Z - GET /api/cases?
2026-02-27T05:59:00.463Z - GET /api/cases?
2026-02-27T05:59:01.459Z - GET /api/cases?
2026-02-27T05:59:02.467Z - GET /api/cases?
2026-02-27T05:59:03.467Z - GET /api/cases?
2026-02-27T05:59:04.464Z - GET /api/cases?
2026-02-27T05:59:05.471Z - GET /api/cases?
2026-02-27T05:59:06.472Z - GET /api/cases?
2026-02-27T05:59:07.467Z - GET /api/cases?
2026-02-27T05:59:08.466Z - GET /api/cases?
2026-02-27T05:59:09.466Z - GET /api/cases?
2026-02-27T05:59:10.464Z - GET /api/cases?
2026-02-27T05:59:11.459Z - GET /api/cases?
2026-02-27T05:59:12.471Z - GET /api/cases?
2026-02-27T05:59:13.465Z - GET /api/cases?
2026-02-27T05:59:14.462Z - GET /api/cases?
2026-02-27T05:59:15.459Z - GET /api/cases?
2026-02-27T05:59:16.469Z - GET /api/cases?
2026-02-27T05:59:17.467Z - GET /api/cases?
2026-02-27T05:59:18.463Z - GET /api/cases?
2026-02-27T05:59:19.459Z - GET /api/cases?
2026-02-27T05:59:20.470Z - GET /api/cases?
2026-02-27T05:59:21.467Z - GET /api/cases?
2026-02-27T05:59:22.459Z - GET /api/cases?
2026-02-27T05:59:23.457Z - GET /api/cases?
2026-02-27T05:59:24.466Z - GET /api/cases?
2026-02-27T05:59:25.459Z - GET /api/cases?
2026-02-27T05:59:26.472Z - GET /api/cases?
2026-02-27T05:59:27.470Z - GET /api/cases?
2026-02-27T05:59:28.466Z - GET /api/cases?
2026-02-27T05:59:29.462Z - GET /api/cases?
2026-02-27T05:59:30.460Z - GET /api/cases?
2026-02-27T05:59:31.458Z - GET /api/cases?
2026-02-27T05:59:32.459Z - GET /api/cases?
2026-02-27T05:59:33.469Z - GET /api/cases?
2026-02-27T05:59:34.468Z - GET /api/cases?
2026-02-27T05:59:35.464Z - GET /api/cases?
2026-02-27T05:59:36.457Z - GET /api/cases?
2026-02-27T05:59:37.459Z - GET /api/cases?
2026-02-27T05:59:38.567Z - GET /api/cases?
2026-02-27T05:59:39.457Z - GET /api/cases?
2026-02-27T05:59:40.469Z - GET /api/cases?
2026-02-27T05:59:41.464Z - GET /api/cases?
2026-02-27T05:59:42.465Z - GET /api/cases?
2026-02-27T05:59:43.462Z - GET /api/cases?
2026-02-27T05:59:44.462Z - GET /api/cases?
2026-02-27T05:59:45.461Z - GET /api/cases?
2026-02-27T05:59:46.479Z - GET /api/cases?
2026-02-27T05:59:47.458Z - GET /api/cases?
2026-02-27T05:59:48.461Z - GET /api/cases?
2026-02-27T05:59:49.477Z - GET /api/cases?
2026-02-27T05:59:50.464Z - GET /api/cases?
2026-02-27T05:59:51.464Z - GET /api/cases?
2026-02-27T05:59:52.463Z - GET /api/cases?
2026-02-27T05:59:53.471Z - GET /api/cases?
2026-02-27T05:59:54.467Z - GET /api/cases?
2026-02-27T05:59:55.466Z - GET /api/cases?
2026-02-27T05:59:56.459Z - GET /api/cases?
2026-02-27T05:59:57.472Z - GET /api/cases?
2026-02-27T05:59:58.479Z - GET /api/cases?
2026-02-27T05:59:59.464Z - GET /api/cases?
2026-02-27T06:00:00.460Z - GET /api/cases?
2026-02-27T06:00:01.475Z - GET /api/cases?
2026-02-27T06:00:02.457Z - GET /api/cases?
2026-02-27T06:00:03.467Z - GET /api/cases?
2026-02-27T06:00:04.462Z - GET /api/cases?
2026-02-27T06:00:05.460Z - GET /api/cases?
2026-02-27T06:00:06.467Z - GET /api/cases?
2026-02-27T06:00:07.477Z - GET /api/cases?
2026-02-27T06:00:08.473Z - GET /api/cases?
2026-02-27T06:00:09.458Z - GET /api/cases?
2026-02-27T06:00:10.471Z - GET /api/cases?
2026-02-27T06:00:11.469Z - GET /api/cases?
2026-02-27T06:00:12.457Z - GET /api/cases?
2026-02-27T06:00:13.469Z - GET /api/cases?
2026-02-27T06:00:14.468Z - GET /api/cases?
2026-02-27T06:00:15.465Z - GET /api/cases?
2026-02-27T06:00:16.465Z - GET /api/cases?
2026-02-27T06:00:17.466Z - GET /api/cases?
2026-02-27T06:00:18.461Z - GET /api/cases?
2026-02-27T06:00:19.473Z - GET /api/cases?
2026-02-27T06:00:20.468Z - GET /api/cases?
2026-02-27T06:00:21.459Z - GET /api/cases?
2026-02-27T06:00:22.457Z - GET /api/cases?
2026-02-27T06:00:23.458Z - GET /api/cases?
2026-02-27T06:00:24.461Z - GET /api/cases?
2026-02-27T06:00:25.467Z - GET /api/cases?
2026-02-27T06:00:26.458Z - GET /api/cases?
2026-02-27T06:00:27.465Z - GET /api/cases?
2026-02-27T06:00:28.468Z - GET /api/cases?
2026-02-27T06:00:29.460Z - GET /api/cases?
2026-02-27T06:00:30.462Z - GET /api/cases?
2026-02-27T06:00:31.465Z - GET /api/cases?
2026-02-27T06:00:32.460Z - GET /api/cases?
2026-02-27T06:00:33.454Z - GET /api/cases?
2026-02-27T06:00:34.460Z - GET /api/cases?
2026-02-27T06:00:35.456Z - GET /api/cases?
2026-02-27T06:00:36.458Z - GET /api/cases?
2026-02-27T06:00:37.469Z - GET /api/cases?
2026-02-27T06:00:38.457Z - GET /api/cases?
2026-02-27T06:00:39.461Z - GET /api/cases?
2026-02-27T06:00:40.458Z - GET /api/cases?
2026-02-27T06:00:41.459Z - GET /api/cases?
2026-02-27T06:00:42.455Z - GET /api/cases?
2026-02-27T06:00:43.466Z - GET /api/cases?
2026-02-27T06:00:44.456Z - GET /api/cases?
2026-02-27T06:00:45.469Z - GET /api/cases?
2026-02-27T06:00:46.468Z - GET /api/cases?
2026-02-27T06:00:47.458Z - GET /api/cases?
2026-02-27T06:00:48.458Z - GET /api/cases?
2026-02-27T06:00:49.467Z - GET /api/cases?
2026-02-27T06:00:50.457Z - GET /api/cases?
2026-02-27T06:00:51.463Z - GET /api/cases?
2026-02-27T06:00:52.462Z - GET /api/cases?
2026-02-27T06:00:53.460Z - GET /api/cases?
2026-02-27T06:00:54.456Z - GET /api/cases?
2026-02-27T06:00:55.467Z - GET /api/cases?
2026-02-27T06:00:56.457Z - GET /api/cases?
2026-02-27T06:00:57.460Z - GET /api/cases?
2026-02-27T06:00:58.457Z - GET /api/cases?
2026-02-27T06:00:59.465Z - GET /api/cases?
2026-02-27T06:01:00.465Z - GET /api/cases?
2026-02-27T06:01:01.470Z - GET /api/cases?
2026-02-27T06:01:02.460Z - GET /api/cases?
2026-02-27T06:01:03.475Z - GET /api/cases?
2026-02-27T06:01:04.466Z - GET /api/cases?
2026-02-27T06:01:05.463Z - GET /api/cases?
2026-02-27T06:01:06.456Z - GET /api/cases?
2026-02-27T06:01:07.460Z - GET /api/cases?
2026-02-27T06:01:08.463Z - GET /api/cases?
2026-02-27T06:01:09.458Z - GET /api/cases?
2026-02-27T06:01:10.460Z - GET /api/cases?
2026-02-27T06:01:11.457Z - GET /api/cases?
2026-02-27T06:01:12.466Z - GET /api/cases?
2026-02-27T06:01:13.463Z - GET /api/cases?
2026-02-27T06:01:14.466Z - GET /api/cases?
2026-02-27T06:01:15.476Z - GET /api/cases?
2026-02-27T06:01:16.468Z - GET /api/cases?
2026-02-27T06:01:17.464Z - GET /api/cases?
2026-02-27T06:01:18.476Z - GET /api/cases?
2026-02-27T06:01:19.457Z - GET /api/cases?
2026-02-27T06:01:20.469Z - GET /api/cases?
2026-02-27T06:01:21.476Z - GET /api/cases?
2026-02-27T06:01:22.465Z - GET /api/cases?
2026-02-27T06:01:23.461Z - GET /api/cases?
2026-02-27T06:01:24.467Z - GET /api/cases?
2026-02-27T06:01:25.463Z - GET /api/cases?
2026-02-27T06:01:26.462Z - GET /api/cases?
2026-02-27T06:01:27.510Z - GET /api/cases?
2026-02-27T06:01:28.461Z - GET /api/cases?
2026-02-27T06:01:29.468Z - GET /api/cases?
2026-02-27T06:01:30.465Z - GET /api/cases?
2026-02-27T06:01:31.468Z - GET /api/cases?
2026-02-27T06:01:32.457Z - GET /api/cases?
2026-02-27T06:01:33.458Z - GET /api/cases?
2026-02-27T06:01:34.468Z - GET /api/cases?
2026-02-27T06:01:35.465Z - GET /api/cases?
2026-02-27T06:01:36.479Z - GET /api/cases?
2026-02-27T06:01:37.470Z - GET /api/cases?
2026-02-27T06:01:38.466Z - GET /api/cases?
2026-02-27T06:01:39.459Z - GET /api/cases?
2026-02-27T06:01:40.471Z - GET /api/cases?
2026-02-27T06:01:41.464Z - GET /api/cases?
2026-02-27T06:01:42.808Z - GET /api/cases?
2026-02-27T06:01:43.456Z - GET /api/cases?
2026-02-27T06:01:44.477Z - GET /api/cases?
2026-02-27T06:01:45.462Z - GET /api/cases?
2026-02-27T06:01:46.466Z - GET /api/cases?
2026-02-27T06:01:47.463Z - GET /api/cases?
2026-02-27T06:01:49.533Z - GET /api/cases?
2026-02-27T06:01:50.458Z - GET /api/cases?
2026-02-27T06:01:51.468Z - GET /api/cases?
2026-02-27T06:01:52.469Z - GET /api/cases?
2026-02-27T06:01:53.459Z - GET /api/cases?
2026-02-27T06:01:54.455Z - GET /api/cases?
2026-02-27T06:01:55.464Z - GET /api/cases?
2026-02-27T06:01:56.465Z - GET /api/cases?
2026-02-27T06:01:57.470Z - GET /api/cases?
2026-02-27T06:01:58.461Z - GET /api/cases?
2026-02-27T06:01:59.456Z - GET /api/cases?
2026-02-27T06:02:00.470Z - GET /api/cases?
2026-02-27T06:02:01.468Z - GET /api/cases?
2026-02-27T06:02:02.466Z - GET /api/cases?
2026-02-27T06:02:03.463Z - GET /api/cases?
2026-02-27T06:02:04.473Z - GET /api/cases?
2026-02-27T06:02:05.469Z - GET /api/cases?
2026-02-27T06:02:06.467Z - GET /api/cases?
2026-02-27T06:02:07.471Z - GET /api/cases?
2026-02-27T06:02:08.471Z - GET /api/cases?
2026-02-27T06:02:09.461Z - GET /api/cases?
2026-02-27T06:02:10.494Z - GET /api/cases?
2026-02-27T06:02:11.466Z - GET /api/cases?
2026-02-27T06:02:12.460Z - GET /api/cases?
2026-02-27T06:02:13.472Z - GET /api/cases?
2026-02-27T06:02:14.474Z - GET /api/cases?
2026-02-27T06:02:15.467Z - GET /api/cases?
2026-02-27T06:02:16.456Z - GET /api/cases?
2026-02-27T06:02:17.498Z - GET /api/cases?
2026-02-27T06:02:18.468Z - GET /api/cases?
2026-02-27T06:02:19.470Z - GET /api/cases?
2026-02-27T06:02:20.468Z - GET /api/cases?
2026-02-27T06:02:21.463Z - GET /api/cases?
2026-02-27T06:02:22.462Z - GET /api/cases?
2026-02-27T06:02:23.461Z - GET /api/cases?
2026-02-27T06:02:24.462Z - GET /api/cases?
2026-02-27T06:02:25.471Z - GET /api/cases?
2026-02-27T06:02:26.457Z - GET /api/cases?
2026-02-27T06:02:27.472Z - GET /api/cases?
2026-02-27T06:02:28.465Z - GET /api/cases?
2026-02-27T06:02:29.469Z - GET /api/cases?
2026-02-27T06:02:30.469Z - GET /api/cases?
2026-02-27T06:02:31.475Z - GET /api/cases?
2026-02-27T06:02:32.458Z - GET /api/cases?
2026-02-27T06:02:33.461Z - GET /api/cases?
2026-02-27T06:02:34.471Z - GET /api/cases?
2026-02-27T06:02:35.462Z - GET /api/cases?
2026-02-27T06:02:36.470Z - GET /api/cases?
2026-02-27T06:02:37.470Z - GET /api/cases?
2026-02-27T06:02:38.467Z - GET /api/cases?
2026-02-27T06:02:39.466Z - GET /api/cases?
2026-02-27T06:02:40.457Z - GET /api/cases?
2026-02-27T06:02:41.474Z - GET /api/cases?
2026-02-27T06:02:42.475Z - GET /api/cases?
2026-02-27T06:02:43.461Z - GET /api/cases?
2026-02-27T06:02:44.462Z - GET /api/cases?
2026-02-27T06:02:45.473Z - GET /api/cases?
2026-02-27T06:02:46.470Z - GET /api/cases?
2026-02-27T06:02:47.474Z - GET /api/cases?
2026-02-27T06:02:48.472Z - GET /api/cases?
2026-02-27T06:02:49.465Z - GET /api/cases?
2026-02-27T06:02:50.470Z - GET /api/cases?
2026-02-27T06:02:51.469Z - GET /api/cases?
2026-02-27T06:02:52.460Z - GET /api/cases?
2026-02-27T06:02:53.466Z - GET /api/cases?
2026-02-27T06:02:54.464Z - GET /api/cases?
2026-02-27T06:02:55.464Z - GET /api/cases?
2026-02-27T06:02:56.470Z - GET /api/cases?
2026-02-27T06:02:57.467Z - GET /api/cases?
2026-02-27T06:02:58.462Z - GET /api/cases?
2026-02-27T06:02:59.458Z - GET /api/cases?
2026-02-27T06:03:00.471Z - GET /api/cases?
2026-02-27T06:03:01.471Z - GET /api/cases?
2026-02-27T06:03:02.459Z - GET /api/cases?
2026-02-27T06:03:03.471Z - GET /api/cases?
2026-02-27T06:03:04.470Z - GET /api/cases?
2026-02-27T06:03:05.514Z - GET /api/cases?
2026-02-27T06:03:06.472Z - GET /api/cases?
2026-02-27T06:03:07.459Z - GET /api/cases?
2026-02-27T06:03:08.461Z - GET /api/cases?
2026-02-27T06:03:09.472Z - GET /api/cases?
2026-02-27T06:03:10.462Z - GET /api/cases?
2026-02-27T06:03:11.461Z - GET /api/cases?
2026-02-27T06:03:12.468Z - GET /api/cases?
2026-02-27T06:03:13.455Z - GET /api/cases?
2026-02-27T06:03:14.470Z - GET /api/cases?
2026-02-27T06:03:15.474Z - GET /api/cases?
2026-02-27T06:03:16.474Z - GET /api/cases?
2026-02-27T06:03:17.475Z - GET /api/cases?
2026-02-27T06:03:18.474Z - GET /api/cases?
2026-02-27T06:03:19.465Z - GET /api/cases?
2026-02-27T06:03:20.458Z - GET /api/cases?
2026-02-27T06:03:21.461Z - GET /api/cases?
2026-02-27T06:03:22.461Z - GET /api/cases?
2026-02-27T06:03:23.461Z - GET /api/cases?
2026-02-27T06:03:24.457Z - GET /api/cases?
2026-02-27T06:03:25.468Z - GET /api/cases?
2026-02-27T06:03:26.463Z - GET /api/cases?
2026-02-27T06:03:27.468Z - GET /api/cases?
2026-02-27T06:03:28.465Z - GET /api/cases?
2026-02-27T06:03:29.470Z - GET /api/cases?
2026-02-27T06:03:30.464Z - GET /api/cases?
2026-02-27T06:03:31.467Z - GET /api/cases?
2026-02-27T06:03:32.460Z - GET /api/cases?
2026-02-27T06:03:33.460Z - GET /api/cases?
2026-02-27T06:03:34.465Z - GET /api/cases?
2026-02-27T06:03:35.470Z - GET /api/cases?
2026-02-27T06:03:36.464Z - GET /api/cases?
2026-02-27T06:03:37.466Z - GET /api/cases?
2026-02-27T06:03:57.994Z - GET /api/cases?
2026-02-27T06:03:59.460Z - GET /api/cases?
2026-02-27T06:04:00.466Z - GET /api/cases?
2026-02-27T06:04:01.461Z - GET /api/cases?
2026-02-27T06:04:02.469Z - GET /api/cases?
2026-02-27T06:04:03.460Z - GET /api/cases?
2026-02-27T06:04:04.467Z - GET /api/cases?
2026-02-27T06:04:05.470Z - GET /api/cases?
2026-02-27T06:04:06.462Z - GET /api/cases?
2026-02-27T06:04:07.460Z - GET /api/cases?
2026-02-27T06:04:08.468Z - GET /api/cases?
2026-02-27T06:04:09.476Z - GET /api/cases?
2026-02-27T06:04:10.459Z - GET /api/cases?
2026-02-27T06:04:11.467Z - GET /api/cases?
2026-02-27T06:04:12.469Z - GET /api/cases?
2026-02-27T06:04:13.468Z - GET /api/cases?
2026-02-27T06:04:14.461Z - GET /api/cases?
2026-02-27T06:04:15.463Z - GET /api/cases?
2026-02-27T06:04:16.465Z - GET /api/cases?
2026-02-27T06:04:17.472Z - GET /api/cases?
2026-02-27T06:04:19.477Z - GET /api/cases
2026-02-27T06:04:19.478Z - GET /api/clients
2026-02-27T06:14:15.027Z - POST /api/auth/request-otp
[EmailService] OTP sent to f3rociou578889@gmail.com: <b9825929-5e92-e901-5f8b-db479109eaa7@gmail.com>
2026-02-27T06:14:37.753Z - POST /api/auth/verify-otp
2026-02-27T06:25:40.084Z - POST /api/auth/request-otp
[EmailService] OTP sent to f3rociou578889@gmail.com: <949bb3c3-596a-a1b1-1052-991f87142c8c@gmail.com>
2026-02-27T06:26:41.549Z - POST /api/auth/verify-otp
2026-02-27T06:31:19.184Z - POST /api/auth/complete-onboarding
2026-02-27T06:31:19.416Z - GET /api/cases
2026-02-27T06:31:19.423Z - GET /api/clients
2026-02-27T06:31:19.424Z - GET /api/activities
2026-02-27T06:31:19.425Z - GET /api/cases
2026-02-27T06:31:19.426Z - GET /api/clients
2026-02-27T06:31:19.427Z - GET /api/activities
2026-02-27T06:31:35.637Z - POST /api/auth/request-otp
[EmailService] OTP sent to f3rociou578889@gmail.com: <547ec55e-babe-1179-cfd9-64174b434be7@gmail.com>
2026-02-27T06:32:01.703Z - POST /api/auth/verify-otp
2026-02-27T06:32:01.931Z - GET /api/cases
2026-02-27T06:32:01.933Z - GET /api/clients
2026-02-27T06:32:01.935Z - GET /api/cases
2026-02-27T06:32:01.935Z - GET /api/activities
2026-02-27T06:32:01.936Z - GET /api/clients
2026-02-27T06:32:01.937Z - GET /api/activities
2026-02-27T06:33:27.325Z - POST /api/auth/request-otp
[EmailService] OTP sent to monkeyd14@gmail.com: <a2644bf7-1313-dea9-997a-5eaca87eae3c@gmail.com>
2026-02-27T06:34:09.488Z - POST /api/auth/request-otp
[EmailService] OTP sent to chatgpt6361@gmail.com: <f70a549c-4e05-c00e-bc10-67b1d82ae23f@gmail.com>
2026-02-27T06:34:54.402Z - POST /api/auth/verify-otp
2026-02-27T06:35:35.848Z - POST /api/auth/complete-onboarding
2026-02-27T06:35:36.166Z - GET /api/cases
2026-02-27T06:35:36.168Z - GET /api/activities
2026-02-27T06:35:36.169Z - GET /api/clients
2026-02-27T06:35:36.170Z - GET /api/cases
2026-02-27T06:35:36.171Z - GET /api/activities
2026-02-27T06:35:36.173Z - GET /api/clients
2026-02-27T06:35:56.937Z - POST /api/auth/request-otp
[EmailService] OTP sent to chatgpt6361@gmail.com: <141ffd5b-2062-398b-6e12-8f0b858953de@gmail.com>
2026-02-27T06:36:11.757Z - POST /api/auth/verify-otp
2026-02-27T06:36:11.993Z - GET /api/activities
2026-02-27T06:36:11.994Z - GET /api/cases
2026-02-27T06:36:11.995Z - GET /api/clients
2026-02-27T06:36:11.996Z - GET /api/activities
2026-02-27T06:36:11.997Z - GET /api/cases
2026-02-27T06:36:12.000Z - GET /api/clients
2026-02-27T06:36:31.288Z - POST /api/auth/request-otp
[EmailService] OTP sent to chatgpt6361@gmail.com: <5878c565-b0b5-e997-64f9-1d6bcae96d31@gmail.com>
2026-02-27T06:36:53.554Z - POST /api/auth/verify-otp
2026-02-27T06:36:53.777Z - GET /api/activities
2026-02-27T06:36:53.778Z - GET /api/cases
2026-02-27T06:36:53.779Z - GET /api/clients
2026-02-27T06:36:53.780Z - GET /api/activities
2026-02-27T06:36:53.782Z - GET /api/cases
2026-02-27T06:36:53.783Z - GET /api/clients
2026-02-27T06:38:04.521Z - POST /api/auth/request-otp
[EmailService] OTP sent to f3rociou578889@gmail.com: <98ef97e5-58c5-c84c-c3ae-dbd0b32934a7@gmail.com>
2026-02-27T06:38:29.654Z - POST /api/auth/verify-otp
2026-02-27T06:38:29.922Z - GET /api/activities
2026-02-27T06:38:29.928Z - GET /api/cases
2026-02-27T06:38:29.929Z - GET /api/clients
2026-02-27T06:38:29.931Z - GET /api/activities
2026-02-27T06:38:29.932Z - GET /api/cases
2026-02-27T06:38:29.933Z - GET /api/clients
2026-02-27T06:38:43.022Z - POST /api/auth/request-otp
[EmailService] OTP sent to f3rociou578889@gmail.com: <16f17da2-d4d8-7b4c-a72c-4deddc732cf8@gmail.com>
2026-02-27T06:39:05.263Z - POST /api/auth/verify-otp
2026-02-27T06:39:05.566Z - GET /api/activities
2026-02-27T06:39:05.567Z - GET /api/cases
2026-02-27T06:39:05.568Z - GET /api/clients
2026-02-27T06:39:05.569Z - GET /api/activities
2026-02-27T06:39:05.570Z - GET /api/cases
2026-02-27T06:39:05.571Z - GET /api/clients
2026-02-27T06:49:07.311Z - POST /api/auth/request-otp
[EmailService] OTP sent to 01fe23bcs501@kletech.ac.in: <dedd69b7-2060-64da-2062-f8a8a843ac67@gmail.com>
2026-02-27T06:49:27.056Z - POST /api/auth/verify-otp
2026-02-27T06:49:58.244Z - POST /api/auth/complete-onboarding
2026-02-27T06:49:58.545Z - GET /api/cases
2026-02-27T06:49:58.549Z - GET /api/clients
2026-02-27T06:49:58.554Z - GET /api/activities
2026-02-27T06:49:58.733Z - GET /api/cases
2026-02-27T06:49:59.454Z - GET /api/activities
2026-02-27T06:49:59.459Z - GET /api/clients
2026-02-27T06:50:02.981Z - GET /api/cases
2026-02-27T06:50:02.986Z - GET /api/clients
2026-02-27T06:50:02.994Z - GET /api/activities
2026-02-27T06:50:03.138Z - GET /api/clients
2026-02-27T06:50:03.142Z - GET /api/activities
2026-02-27T06:50:03.150Z - GET /api/cases
2026-02-27T06:50:05.401Z - GET /api/cases
2026-02-27T06:50:05.406Z - GET /api/clients
2026-02-27T06:50:05.412Z - GET /api/activities
2026-02-27T06:50:05.569Z - GET /api/clients
2026-02-27T06:50:05.702Z - GET /api/activities
2026-02-27T06:50:05.707Z - GET /api/cases
2026-02-27T06:50:17.745Z - GET /api/cases
2026-02-27T06:50:17.749Z - GET /api/clients
2026-02-27T06:50:17.755Z - GET /api/activities
2026-02-27T06:50:17.871Z - GET /api/clients
2026-02-27T06:50:17.874Z - GET /api/activities
2026-02-27T06:50:17.878Z - GET /api/cases
2026-02-27T06:50:19.664Z - GET /api/cases
2026-02-27T06:50:19.669Z - GET /api/clients
2026-02-27T06:50:33.614Z - GET /api/clients
2026-02-27T06:50:33.865Z - GET /api/clients
